id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
11905189,Sunny and Charming BedStuy 1-BR/Studio Apt,4323335,Jamie,Brooklyn,Bedford-Stuyvesant,Entire home/apt,105,4,22,0.67,11
11909308,SoHo Studio on Spring Street,4392739,René,Manhattan,SoHo,Entire home/apt,290,2,69,1.73,99
11912865,CrashPadsUSA for Airline Crew. Nightly HOTBEDS,63560790,A.B.,Queens,Kew Gardens,Shared room,45,1,17,0.72,365
11920660,Brightly Skylit 3 Bedroom Soho Loft,62316222,C E,Manhattan,SoHo,Entire home/apt,595,5,51,1.29,347
11924694,Artist Apartment in Heart of West Village ❤️,3167887,Sarah,Manhattan,West Village,Entire home/apt,300,5,88,2.32,121
11928713,Sunny living room and great location in Brooklyn,3274929,Agustin,Brooklyn,Flatbush,Shared room,38,3,27,0.95,84
11933676,Soho PH 2 Bedroom Private Terrace,63702305,Caroline,Manhattan,SoHo,Entire home/apt,500,4,72,1.8,330
11940117,1BR Bright & Spacious in West Harlem,27488921,Jorge,Manhattan,Harlem,Entire home/apt,148,6,44,1.12,280
11941755,"Stylish, Spacious 1 BR Apt in Heart of Village",63755360,Matt,Manhattan,East Village,Entire home/apt,133,2,72,1.82,0
11944668,10minutes to Manhattan from Astoria,37188098,Ashraful,Queens,Astoria,Private room,95,1,13,0.33,183
11947067,Artist's Budget Apartment,63790712,Layla,Manhattan,Harlem,Private room,40,2,16,0.4,0
11949531,Private room available in 2 bedroom apartment,3630684,Habby,Brooklyn,Bushwick,Private room,65,3,11,0.37,0
11959165,Charming 1 BR apartment east of Central Park,13209857,Tania,Manhattan,East Harlem,Entire home/apt,125,3,11,0.28,0
11959854,Affordable Private Cozy Room!,45990565,Alba & Genesis,Bronx,Morris Heights,Private room,26,3,21,0.64,127
11960466,Spacious 1BR Williamsburg Apartment,18994094,Kailei,Brooklyn,Williamsburg,Entire home/apt,175,2,28,0.7,0
11961053,Sunlit Red Hook Pied-à-terre,3752933,Steve,Brooklyn,Red Hook,Private room,85,2,66,4.58,59
11968539,Fully Furnished & Sunny UES Studio,22089496,Sara,Manhattan,Upper East Side,Entire home/apt,110,2,22,0.55,0
11969727,Artistic NEW LOFT 4 br/2 bath in Times Sq,63940105,One,Manhattan,Hell's Kitchen,Entire home/apt,800,3,59,1.51,263
11970778,One Bedroom Apartment in Greenpoint!,15817123,Stephanie,Brooklyn,Greenpoint,Entire home/apt,65,1,152,3.8,1
11970867,Modern Clean Studio 2 blocks from Central Park,1410306,Eugene,Manhattan,Upper West Side,Entire home/apt,105,1,181,4.61,175
11971334,Your cozy and cute space 7 train,17638424,Sophie,Queens,Elmhurst,Private room,34,1,89,2.35,164
11980791,Clean/Elegant HK Apt. w/ Cute Bear,10461612,Devon,Manhattan,Hell's Kitchen,Entire home/apt,160,3,20,0.5,0
11982791,Bed-Sty Fly,27709477,Jasmine,Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,2,100,2.52,296
11984762,A cozy place to set your mind free.,59473349,Judy,Brooklyn,East New York,Entire home/apt,70,5,37,1.48,263
11988251,Cozy & Comfortable Private Bedroom,28121352,Franklin,Queens,Elmhurst,Private room,43,2,27,0.68,0
11991426,"Cozy, quiet, studio apartment",1598283,Anna,Manhattan,East Village,Entire home/apt,198,3,31,0.8,57
11993790,Gorgeous large sunny room in NYC!,116382,Anthony,Brooklyn,Crown Heights,Private room,109,2,115,2.87,352
12000603,Well located apartment near NY City,64170911,Anne,Bronx,Riverdale,Entire home/apt,150,2,79,1.99,267
12001650,"Stunning, Waterfront Views! Williamsburg Brooklyn",2295610,Rebecca,Brooklyn,Williamsburg,Entire home/apt,170,3,21,0.53,0
12003341,Charming Brownstone w/Backyard,4106320,Sachea,Brooklyn,Bedford-Stuyvesant,Entire home/apt,140,2,33,0.87,145
12004547,Prime Central Park West Pied à Terre,44596503,Josh & Jessica,Manhattan,Upper West Side,Entire home/apt,200,2,128,3.31,231
12005195,Adorable One Bedroom Apartment w/ Balcony!,15817123,Stephanie,Brooklyn,Greenpoint,Entire home/apt,65,1,56,1.58,0
12006770,East Village- The location,14731964,Pete,Manhattan,East Village,Private room,125,1,36,1.4,81
12015378,Sunset Retreat - Top Floor Oasis,50292584,Haydee,Brooklyn,Sunset Park,Entire home/apt,105,2,66,1.68,360
12020835,East Village Oasis,42435983,Mark,Manhattan,East Village,Entire home/apt,450,1,45,1.17,287
12022098,Charming Park Slope Apartment,8303104,Christen,Brooklyn,South Slope,Private room,89,1,102,2.56,269
12022728,Prime Carroll Gardens Apartment,35027358,Thomas,Brooklyn,Carroll Gardens,Entire home/apt,172,2,90,2.31,87
12025076,I just need to lay my head down,64341665,Nka,Manhattan,Harlem,Private room,68,1,49,1.23,365
12026418,Cozy room in a brand new building !,64355945,Catharina,Queens,Rego Park,Private room,70,2,32,0.81,89
12034640,Comfortable 420 Friendly Room,64411228,Virginia,Brooklyn,Williamsburg,Private room,64,1,25,0.63,0
12037967,Nice Big Room With Backyard.,7913863,Joey,Brooklyn,Williamsburg,Private room,59,2,138,3.63,268
12038773,Beautiful Sunny Fire Escape Room,64444742,Sushanti,Brooklyn,Bushwick,Private room,60,2,21,0.53,364
12040331,Lrg 2 BR Duplex Top 2 Flrs Terrace West Village,64454893,Atul,Manhattan,Greenwich Village,Entire home/apt,999,3,11,0.28,164
12050885,Your lovely and cozy space 7 train,17638424,Sophie,Queens,Elmhurst,Private room,52,1,108,2.71,174
12051116,1BD Park views UWS,6255163,Tracy,Manhattan,Upper West Side,Entire home/apt,150,2,16,0.42,220
12052143,Stunning Central Park West Location,36306552,Jarett,Manhattan,Upper West Side,Entire home/apt,325,1,43,1.12,223
12052609,Cozy private 1.5BR Garden Apartment w/ backyard,44332076,Amber,Manhattan,Washington Heights,Entire home/apt,170,5,24,1.39,121
12053427,Modern Studio in Middle Village,8896489,Florin,Queens,Maspeth,Entire home/apt,79,3,64,1.6,311
12053637,Forte Green Townhouse Room Rental,8456000,Brian,Brooklyn,Clinton Hill,Private room,175,1,17,1.51,179
12054516,The Healing Place,39863896,Valerie,Brooklyn,Crown Heights,Entire home/apt,120,3,70,1.79,208
12054723,"Big apartment, comfy - calm bedroom",64561100,Nicolas,Manhattan,Harlem,Private room,72,1,98,2.5,204
12056684,Luxury Harlem Apartment,64578817,Bryant,Manhattan,Harlem,Entire home/apt,125,5,15,0.38,0
12064283,Luxury Penthouse w/ Roofdecks,64632152,Albert,Manhattan,East Village,Entire home/apt,1000,4,19,0.51,349
12071038,"UES area ,Luxury modern quiet private Apt",64676041,Mey,Manhattan,East Harlem,Entire home/apt,149,5,88,2.23,326
12071153,Comfy Bed Stuy 1br with Balcony,2596681,Christine,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,3,10,0.26,0
12071454,TRENDY Brooklyn room,48764969,Alina,Brooklyn,Bushwick,Private room,40,6,28,0.7,298
12072069,Cute & Cozy Cobble Hill Apt,37820765,Carla,Brooklyn,Columbia St,Entire home/apt,98,2,14,0.36,0
12078997,Spacious Studio Apartment,5749328,Beth,Manhattan,Upper West Side,Entire home/apt,160,3,36,0.93,318
12086985,"Private room in sunny, modern Bushwick apartment!",5095576,Isra,Brooklyn,Bushwick,Private room,91,2,30,0.86,0
12087785,Clinton Hill Oversized One Bedroom,54378184,Eej,Brooklyn,Clinton Hill,Entire home/apt,169,12,13,0.34,365
12089692,Ground Floor Apartment in Brooklyn!,268961,Erica & Tayo,Brooklyn,Bedford-Stuyvesant,Entire home/apt,67,3,88,2.22,0
12092403,Holiday in 2br2ba Williamsburg Apt!,1909320,Peter,Brooklyn,Williamsburg,Entire home/apt,200,1,16,0.41,239
12093078,Charming Times Square garden floor apt (sleeps 5),64825610,Michel And Antoine,Manhattan,Hell's Kitchen,Entire home/apt,325,3,99,2.56,246
12093494,Midtown Sleep 6 Central Convenience,62031986,Adam,Manhattan,Midtown,Entire home/apt,333,1,246,6.38,323
12095501,Sunny Sanctuary,7403959,L.R.,Manhattan,Hell's Kitchen,Entire home/apt,245,2,24,0.61,48
12096332,Amazing Views 3BR 2BA Bright and Spacious,64052858,Elizabeth Anne,Manhattan,Midtown,Entire home/apt,999,2,54,1.49,58
12106348,Best Place in the Center of NYC!,64916208,Tim,Manhattan,Chelsea,Entire home/apt,206,1,55,1.41,0
12106946,Room in sunny art-filled Harlem apt,5075103,Shawn,Manhattan,Harlem,Private room,70,1,16,0.4,0
12108264,"Cool Brooklyn, Close to Manhattan",64930464,Maya,Brooklyn,Bedford-Stuyvesant,Entire home/apt,126,2,181,4.73,182
12110663,Large Quiet Bedroom in South Harlem,64948443,Kim,Manhattan,Harlem,Private room,82,5,106,2.7,39
12113015,5th ave & Broadway nr Times Square,26802681,Feli,Manhattan,Midtown,Entire home/apt,99,1,172,4.33,213
12113879,"Sunny, Large West Village 1 BR Near Everything",5300585,,Manhattan,Chelsea,Entire home/apt,220,4,81,2.11,217
12114017,SoBro Guest House,64976141,Fran & Jason,Bronx,Mott Haven,Entire home/apt,125,3,142,3.59,185
12114228,Charming UES Studio,47864677,Alicia,Manhattan,Upper East Side,Entire home/apt,75,7,13,0.34,0
12122102,Huge Bedroom in Upper Manhattan - Near A&1 Subway!,12859795,Jeff,Manhattan,Inwood,Private room,99,3,150,3.85,320
12129960,LuXe*Chef'sKitchen*forestGarden*patio.Marble.ART,4128829,Sara,Brooklyn,Bushwick,Entire home/apt,75,1,48,1.22,36
12130236,Cozy studio steps to the beach,65096495,Eric,Queens,Belle Harbor,Private room,225,1,35,0.92,364
12132427,Spacious 1 BR in East Village!,10584659,Mike,Manhattan,Gramercy,Entire home/apt,177,3,12,0.3,0
12132772,Iris: STG GoYankees!,13750728,Gayle,Bronx,Longwood,Private room,60,2,47,1.22,249
12133746,Warm & Cozy Sunflower Room:STG,13750728,Gayle,Bronx,Longwood,Private room,55,2,31,0.81,280
12134113,Jasmine: Lovely Secret Tea Garden!,13750728,Gayle,Bronx,Longwood,Private room,60,2,77,1.96,171
12135851,Cozy 1 bd apt In the heart of Crown Heights,2613671,Lonnie,Brooklyn,Crown Heights,Entire home/apt,135,1,38,2.49,359
12136198,5th ave/Broadway near Empire State,65143341,Noel,Manhattan,Midtown,Entire home/apt,139,1,186,4.68,230
12145875,"Private, cozy room, 20 min to Manhattan",22117154,Dorota,Queens,Ridgewood,Private room,40,1,48,1.24,1
12148081,"Sexy, Cozy, Work, Play Loft for 4",23913300,Kelly,Brooklyn,Williamsburg,Entire home/apt,300,2,33,0.86,76
12151638,Spacious 2 bedroom Garden apartment,9558116,Ruma,Brooklyn,Clinton Hill,Entire home/apt,144,2,49,1.28,69
12153428,Comfy KING bed in modern NYC apt,65258815,Mrs. Alabi,Brooklyn,Crown Heights,Private room,60,2,129,3.32,39
12156078,Stylish East Village Studio + Outdoor Space!,18261318,Daniel,Manhattan,East Village,Entire home/apt,149,2,16,0.43,0
12166897,Life Is Beautiful near Central Park,4350664,Denia,Manhattan,East Harlem,Private room,89,5,62,1.82,271
12166912,Sunny Prime Heart of East Village Room,50200840,Katherine,Manhattan,East Village,Private room,110,3,36,0.91,292
12167152,"Chelsea ,Duplex ,Calm ,Fantastic",51434373,Yael,Manhattan,Chelsea,Private room,179,3,69,1.8,104
12167819,Adr Grand Charming Luxurious Premier!,65359432,Ren,Queens,Astoria,Shared room,500,2,15,0.39,365
12167857,Sunny & quiet family apartment in BK,6520757,Jeen,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,4,11,0.29,0
12168087,Gorgeous 2 Bedroom APT!,65361160,Peter,Queens,Ridgewood,Entire home/apt,175,6,29,0.83,55
12168212,`A BEAUTY IN BK,7039396,Sol And Coach,Brooklyn,Cypress Hills,Entire home/apt,79,1,130,3.48,258
12171671,Interfaith Retreat Guest Rooms (Govinda),16677326,Alex And Zeena,Manhattan,Chelsea,Private room,85,1,210,5.34,321
12173205,Private Room in Gorgeous Loft!  (no cleaning fee),59928816,Elizabeth,Queens,Ridgewood,Private room,80,2,177,4.48,245
12174580,Spacious  Duplex in Brooklyn,22887864,Simone,Brooklyn,Bedford-Stuyvesant,Entire home/apt,325,2,76,1.93,160
12174966,Big Room@ UES clean comfy Apt,28895303,Harry,Manhattan,Upper East Side,Private room,95,1,10,0.25,0
12177276,Work In Progress,12446229,Peter,Manhattan,Upper West Side,Shared room,85,2,47,1.2,76
12181549,Charming Two Bridges Hideout,808189,Ashley,Manhattan,Two Bridges,Entire home/apt,111,1,41,1.17,4
12184165,Private Bedroom on Upper West Side,65476654,Geri,Manhattan,Upper West Side,Private room,84,1,27,0.69,0
12190495,"1 BD in stylish renovated 2BDs, Clinton Hill",66127,Aurélien,Brooklyn,Bedford-Stuyvesant,Private room,49,7,13,0.36,0
12190880,Upper West Side One Bedroom on Central Park,65527002,(Email hidden by Airbnb),Manhattan,Upper West Side,Private room,90,1,60,2.91,188
12192216,Artsy Spot in Spanish Harlem,3104581,Andrea,Manhattan,East Harlem,Entire home/apt,115,2,18,0.48,3
12205604,Caribbean Room - Inn Your Element,19866189,Natasha,Queens,Arverne,Private room,95,1,31,0.79,361
12209944,"Comfy Brooklyn apt, near train and Manhattan",65667120,Brandee,Brooklyn,Bedford-Stuyvesant,Entire home/apt,265,4,123,3.25,285
12210323,HUGE DUPLEX apartment with BACKYARD,65670239,Kelly,Brooklyn,East Flatbush,Entire home/apt,215,2,44,1.28,279
12210448,2 Bed Private Room + Private Bath in Lovely Loft!,59928816,Elizabeth,Queens,Ridgewood,Private room,120,2,162,4.12,268
12220661,Cute and comfy 1bedroom apartment,65217454,Carla,Manhattan,Washington Heights,Entire home/apt,60,5,16,0.41,4
12221970,Ziggy Stardust Surf House - A Beautiful Houseboat,9040879,Ben,Queens,Arverne,Entire home/apt,750,1,14,0.36,352
12223159,Bright Modern Greenwich Village 1BR,9545279,Mitchell,Manhattan,Greenwich Village,Entire home/apt,210,1,58,1.49,2
12223866,Melissa And Ray's Oasis,11157618,Ray,Brooklyn,Bedford-Stuyvesant,Entire home/apt,85,5,93,2.38,0
12224443,La Maison She She (Brownstone Private Apt.),65760387,Shelia,Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,2,43,1.16,0
12225838,Sunny bohemian room heart of williamsburg,62316080,Janelle,Brooklyn,Williamsburg,Private room,84,1,181,4.59,282
12227645,The beach - it's just across the street,54129736,Donna,Queens,Rockaway Beach,Private room,88,2,32,0.84,0
12230361,Cozy private room in Brooklyn,65802264,Rick,Brooklyn,Crown Heights,Private room,50,3,14,0.35,0
12230978,cozy private rm in sunny Bklyn apt,30529247,Amy,Brooklyn,Fort Greene,Private room,50,4,15,0.38,0
12231254,Flushing Master Room w/ Private bathroom,65809485,Shirley,Queens,Flushing,Private room,60,5,66,1.69,141
12233692,Modern Room in a Duplex Loft,65598016,Ivana And Tami,Brooklyn,Crown Heights,Private room,60,2,136,3.45,346
12234139,1 Bedroom Outside Columbus Circle,13089400,Mckenzie,Manhattan,Upper West Side,Entire home/apt,143,2,32,0.81,0
12236124,Large apartment mins away from Manhattan.,24637162,Angelica,Queens,Sunnyside,Entire home/apt,110,2,24,1.52,128
12243947,"Nice & clean 3 bedroom, great area! Free yoga !!",63289810,Loretta,Brooklyn,Gowanus,Entire home/apt,295,2,70,1.8,292
12252035,SPACIOUS 2BR PRIME EAST VILLAGE APT,4534893,Alex,Manhattan,East Village,Entire home/apt,275,2,70,1.84,307
12252205,PRIME EAST VILLAGE BEDROOM,4534893,Alex,Manhattan,East Village,Private room,110,2,46,1.17,307
12252993,Cozy & Chic Studio Apartment,65968828,Tracey,Brooklyn,Crown Heights,Entire home/apt,87,3,87,2.25,260
12265378,"Unique, spacious & bright room in Manhattan!",22087408,Dominik,Manhattan,Lower East Side,Private room,150,1,41,1.07,274
12266323,"The Heart Of NYC, 3min Walk To Grand Central",5004109,Michelle,Manhattan,Murray Hill,Entire home/apt,225,1,45,1.16,255
12267599,Bright Harlem Apt. in New Building!,12879538,Gregory,Manhattan,Harlem,Entire home/apt,125,1,103,2.67,339
12267734,Studio/Heart of the East Village,4899404,Jessica,Manhattan,East Village,Entire home/apt,115,4,46,1.19,0
12271309,Bright E. Village Home on Serene Street! #DGM,2079709,Doni,Manhattan,East Village,Entire home/apt,200,2,39,1.15,0
12274909,Beautiful spacious bedroom BayRidge FEMALES only,60756664,Carol,Brooklyn,Bay Ridge,Private room,35,1,33,0.84,337
12282543,"Top floor skyline view, Bright in Bushwick!",36012265,Ada,Brooklyn,Williamsburg,Entire home/apt,150,2,11,0.28,330
12283732,"Spacious, Trendy, Convenient! Stay in Bushwick!",36012265,Ada,Brooklyn,Williamsburg,Entire home/apt,159,2,13,0.34,317
12284280,"Legal full floor by Sunset Park, 20mins to Soho",4964784,Jon,Brooklyn,Sunset Park,Entire home/apt,140,2,108,2.89,278
12286191,Charming Exposed Brick Apartment in Manhattan,40288829,Savion,Manhattan,Washington Heights,Private room,77,7,17,0.46,311
12287479,Private bedroom facing street.,66215731,Eric,Brooklyn,Gowanus,Private room,55,1,56,1.46,281
12287516,Flat on President - Private Room,66215731,Eric,Brooklyn,Park Slope,Private room,50,1,113,2.87,352
12287838,3.5 - 4.5* Bedrms Apt in NYC + Private Backyard,26405086,Bill & May,Manhattan,Washington Heights,Entire home/apt,359,1,96,2.48,309
12292255,New & Bright Garden Apartment,5468528,Christine,Brooklyn,South Slope,Entire home/apt,189,4,68,1.73,83
12294124,Friendly and Inviting Unit,66269338,Peggy,Queens,Jackson Heights,Private room,125,1,11,0.28,301
12296996,Bright apartment in Brooklyn,30826804,Salima & Carlos,Brooklyn,East Flatbush,Private room,150,3,11,0.28,364
12299794,Hawai memories,66309874,Rich,Brooklyn,Cypress Hills,Private room,60,3,32,0.81,90
12300734,W70's apt steps to central park and express lines,7195103,Swathi,Manhattan,Upper West Side,Private room,99,4,51,1.31,0
12301028,NY historic brownstone,66309874,Rich,Brooklyn,Cypress Hills,Private room,60,3,15,0.41,90
12301489,Modern Loft Studio with Views,18276764,Stephanie,Manhattan,Gramercy,Entire home/apt,198,2,37,0.98,0
12302170,Midtown Manhattan Two Full Bedrooms - Private,66326553,Pierre,Manhattan,Hell's Kitchen,Entire home/apt,350,6,124,3.16,247
12307809,Discover Windsor Terrace! -- a treasure.  2 BR apt,26535250,Sheila,Brooklyn,Windsor Terrace,Entire home/apt,61,1,91,2.38,246
12309858,Convenient Room Near Subway and Central Park!,66383919,Fernando,Manhattan,Harlem,Private room,60,1,40,1.02,0
12310495,Small New-York-Style Room by Central Park!,66383919,Fernando,Manhattan,Harlem,Private room,75,2,46,1.17,0
12311270,Sunny Greenpoint Designer's Pad!,473701,Cla,Brooklyn,Greenpoint,Entire home/apt,112,10,11,0.28,21
12315833,A lovely home to lay your head down,64341665,Nka,Manhattan,Harlem,Private room,69,1,38,0.97,365
12317276,Nice room near everything in NYC,66440767,Aric,Brooklyn,Sheepshead Bay,Private room,39,3,22,0.56,360
12317903,Newly Renovated Studio Midtown East,1512462,Evan & Maria,Manhattan,Midtown,Entire home/apt,239,4,132,3.39,242
12322923,Bright and Charming in Chelsea,66484647,Serkan,Manhattan,Chelsea,Entire home/apt,165,3,110,2.87,222
12325036,Large Backyard Facing Bedroom & Private Backyard,30848788,Jamie,Brooklyn,Bedford-Stuyvesant,Private room,45,4,35,0.91,89
12325045,IDEAL One bedroom apt by Central Park!,66501870,K Alexandra,Manhattan,Midtown,Entire home/apt,139,2,132,3.66,154
12325291,2F Live Like a Real NYer in Real 3Bd!,26405086,Bill & May,Manhattan,Washington Heights,Entire home/apt,339,1,87,2.28,318
12332789,"Brooklyn Private Bath&Bed Steps to F,G trains",14898658,Chadanut,Brooklyn,Kensington,Private room,45,1,103,2.68,0
12333456,"Bright, Airy Wburg 1BR w/ Roof View of NYC Skyline",66566329,Jacqueline,Brooklyn,Williamsburg,Entire home/apt,199,2,29,0.74,174
12336668,Convenient location + Rooftop Acces,4207560,Amanda,Brooklyn,Williamsburg,Private room,80,1,54,1.37,0
12337005,Beautiful Fort Greene Loft,2774967,Gabriel,Brooklyn,Fort Greene,Entire home/apt,120,3,25,0.72,0
12341856,SUNNY BEDROOM IN LARGE BK APT!,9123131,Sean,Brooklyn,Crown Heights,Private room,44,3,32,0.83,0
12342297,Private bedroom in high-ceiling 4BR apartment!,19953913,Alejandro,Manhattan,Hell's Kitchen,Private room,120,2,17,0.43,0
12342441,"Sunny, Spacious, Parkside Room!",21340955,Shean,Brooklyn,Flatbush,Private room,57,3,33,0.85,345
12342979,Beautiful Room - Ideal for Business Travelers!,1462483,Danny,Manhattan,Midtown,Private room,100,4,40,3.36,164
12343098,Fabulously Located Comfortable 3 Bedroom Loft,66640174,E.C.,Manhattan,Flatiron District,Entire home/apt,525,5,49,1.26,314
12344456,"NEWLY RENOVATED,  studio in Park Slope",40040638,Karen,Brooklyn,Park Slope,Entire home/apt,132,1,67,1.77,264
12345178,Flushing Deluxe Room w/1Full and 1Twin Size Bed,65809485,Shirley,Queens,Flushing,Private room,50,7,83,2.15,171
12345354,Tidy relaxing and sunny bedroom,921269,Fer,Manhattan,East Harlem,Private room,60,3,27,0.69,0
12345615,Natural light comfortable room!,52196858,Danny,Bronx,Parkchester,Private room,59,1,120,3.11,336
12345786,Wonderful East Village Bedroom,44223203,Mike,Manhattan,East Village,Private room,80,1,32,0.85,0
12346131,★ HEBREWS 13:2 ★,23732730,Buddy,Bronx,Pelham Gardens,Entire home/apt,450,2,81,2.07,342
12353119,3F 4bd/2bath Luxury Apt in Manhattan/NYC,26405086,Bill & May,Manhattan,Washington Heights,Entire home/apt,359,1,126,3.21,318
12356709,Spacious 1 BR by Central Park!,52656626,Cassandra,Manhattan,Upper West Side,Entire home/apt,120,3,11,0.32,0
12360207,One station from Manhattan Bedford,3922831,Serra,Brooklyn,Williamsburg,Entire home/apt,170,5,35,0.9,290
12365836,Beautiful 2 bedroom Duplex Apartment,35660592,Luis,Queens,Maspeth,Private room,169,3,27,0.78,256
12366226,Spacious 1BD/BA in heart of Bushwick,22288459,Alexi,Brooklyn,Bedford-Stuyvesant,Private room,55,1,12,0.75,22
12366408,Near to Central Park and 1 ride to Times Sq!,66807700,Gabi,Manhattan,East Harlem,Entire home/apt,220,2,140,3.6,341
12366762,Bergen Beach 3 or 4 Bedrooms 2 bath,66810906,Carmen,Brooklyn,Bergen Beach,Entire home/apt,235,4,32,0.88,322
12368109,Private room in a nice neighborhood,5741728,Ben,Queens,Astoria,Private room,57,2,14,0.37,0
12370347,Super Sunny Room with Fireplace!,116382,Anthony,Brooklyn,Crown Heights,Private room,48,2,107,2.74,268
12376365,SERENITY ROOM,45601111,Dlb,Queens,Laurelton,Private room,40,2,47,1.19,173
12379298,New Colorful East Village Modern Apt off Bowery,66904643,Elizabeth,Manhattan,East Village,Private room,180,1,14,0.4,90
12381255,Cozy Bedroom with Balcony in Williamsburg Apt,4249297,Martina,Brooklyn,Williamsburg,Private room,104,2,19,0.49,249
12381336,Glorious Williamsburg Penthouse,66919869,Jonathan,Brooklyn,Williamsburg,Entire home/apt,325,4,12,0.49,6
12382140,Luxury 2BR Midtown East-Near the UN,26521212,Laura,Manhattan,Midtown,Entire home/apt,299,2,14,0.36,0
12385002,Private 1 Bedroom Apartment SLEEPS 4 -Close to All,66949758,Shanie,Queens,Jamaica,Entire home/apt,59,1,27,0.7,62
12385794,"CLEAN,SPACIOUS,CONVENIENT,FiDi/NYC Apartment",7511223,Shan,Manhattan,Financial District,Entire home/apt,300,3,100,2.66,335
12386579,Charming Private Library-Room,66961444,JoJo,Manhattan,Inwood,Private room,50,2,74,1.98,310
12388347,Designer 1BR in Hell's Kitchen NYC,6884235,Kyle,Manhattan,Hell's Kitchen,Entire home/apt,219,7,100,2.66,235
12389574,"More Space, 3 BR, 2 Bath, 2 floors",42329946,Collin,Brooklyn,Bushwick,Entire home/apt,260,4,105,2.85,48
12390529,Clean freshly renovated room,52196858,Danny,Bronx,Parkchester,Private room,75,2,63,1.8,150
12397447,Cozy big bedroom with private balcony,35031188,Aldo,Queens,Astoria,Private room,75,1,21,0.55,364
12400242,Spacious Brownstone with 5 beds on Second floor!,67045498,Jocelyne,Queens,Ridgewood,Entire home/apt,215,1,38,1.75,77
12403252,Suite One at Bryant Manor,67069129,Kevin,Manhattan,Harlem,Entire home/apt,175,2,136,3.51,280
12403816,Cozy and privat studio near Times Sq,67073298,K.Arina,Manhattan,Hell's Kitchen,Entire home/apt,140,7,131,3.37,111
12408850,1 BR in 2 BR Apt (Upper East Side),67105547,Jeffrey Paul,Manhattan,East Harlem,Private room,62,1,32,0.83,0
12411380,Small Bedroom Steps From the 1 Train,67123961,Carole,Manhattan,Harlem,Private room,50,2,12,0.31,0
12412900,Cozy 5Min2CentralPark/BroadwayShows/TimesSquareNY,2874126,Joseph,Manhattan,Hell's Kitchen,Private room,81,4,27,0.7,188
12417189,Largest room in Astoria! Close to all mass transit,13168457,Rob,Queens,Astoria,Private room,70,2,18,0.46,89
12419487,Cozy bedroom w/private bathroom & backyard,44781865,Manon,Brooklyn,Clinton Hill,Private room,70,2,31,0.83,0
12420947,Williamsburg entire  apartment,3642404,Maya,Brooklyn,Williamsburg,Entire home/apt,95,4,10,0.37,0
12422277,Spacious Studio w/ Patio- Ft Greene,43924728,Shawn,Brooklyn,Fort Greene,Entire home/apt,169,2,136,3.46,251
12425266,Violet Terrace,67208195,Clarissa,Brooklyn,Bedford-Stuyvesant,Private room,60,2,53,1.37,365
12427898,NEW Modern Apartment w/ OutdoorDeck,67223979,Arkadiy,Brooklyn,Sunset Park,Entire home/apt,199,1,164,4.25,340
12433088,Simple Suite with Private Bathroom,65258815,Mrs. Alabi,Brooklyn,Crown Heights,Entire home/apt,60,2,23,6.22,33
12433302,Lovely Brownstone Garden Apartment,425363,Marni,Brooklyn,Bedford-Stuyvesant,Entire home/apt,170,5,55,1.44,82
12433898,Cuarto muy confortable. 2 personas. Cerca de todo.,67261284,Dante,Queens,Jackson Heights,Private room,47,1,15,0.39,0
12434717,Comfortable Small Room with wifi,40828217,Anita,Brooklyn,Prospect-Lefferts Gardens,Private room,55,2,60,1.62,88
12443469,Private patio on the LES.,970831,Phillip,Manhattan,Chinatown,Entire home/apt,195,2,80,2.04,14
12445316,"One train ride to Times SQ, Central Park, LOCATION",66807700,Gabi,Manhattan,East Harlem,Entire home/apt,186,2,139,3.6,73
12446548,Sunny Quiet Bedroom in Brooklyn,102525,David,Brooklyn,South Slope,Private room,60,3,27,0.71,308
12450817,Ft Green Sunlit 1 Bedroom Apartment,67063688,Kali,Brooklyn,Fort Greene,Entire home/apt,150,2,68,1.74,319
12452110,Traveller's Flat – Hell's Kitchen,12327430,Marco,Manhattan,Hell's Kitchen,Entire home/apt,148,4,104,2.7,145
12453775,Stunning Central Park - 1BR,7695686,Martin,Manhattan,Harlem,Private room,130,3,44,1.15,80
12464635,Sunny & Stylish 2BR in Williamsburg,639785,Aunim,Brooklyn,Williamsburg,Entire home/apt,285,2,17,0.44,0
12477280,QUEEN-SIZED ROOM IN LUXURIOUS PARK AVENUE FLAT,283395,H,Manhattan,Murray Hill,Private room,159,1,17,0.44,155
12482870,Cozy private room with city charm,4620141,Ellen,Manhattan,Washington Heights,Private room,38,5,11,0.31,0
12485134,Charming 1 bedroom East Village Apt,5206786,Eli,Manhattan,East Village,Entire home/apt,155,5,12,0.31,2
12485862,Sunny apt w/HUGE terrace & rooftop,33936693,Sara,Brooklyn,Williamsburg,Entire home/apt,184,4,79,2.21,222
12487909,旅途中的家,66574216,Mabel,Queens,Flushing,Private room,65,1,122,3.16,86
12492594,Brooklyn bedroom near Prospect Park & subway,9361557,Joe,Brooklyn,Prospect-Lefferts Gardens,Private room,50,1,70,1.79,0
